id,eng,afr,zul,xho,ssw,nbl,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info
dsac_natural_science_and_technology_term_list_nguni_languages_360,chlorine,chloor,isihlanzamanzi / iklorini,iklorini,iklorini,iklorayini,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_361,chlorophyll,chlorofil,inhlaza / ubuhlaza / iklorofili,intlaza / iklorofili,iklorofili,isihlazisi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_362,choke,verstik,-hila / -hilwa / -hisha / -hishwa,ukomiwa / ukutsarhwa,klinya / hisheka / khameka,tsirimezeka / kghameka,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_363,cholera,cholera,isifo sohudo / ikholera,isifo sorhudo / utyatyazo,ikholera,indenebovu / ikholera,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_364,chop,kap,-canda / -genca / -gawula / -kabha,nqunqa / canda / gawula,gawula / geca,banda / kapa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_365,chrome,chroom,insimbi engagqwali / insimbi engathombi,ikhrowum,ikhromu,ikhromu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_366,chrome resistance,chroomweerstand,ukungagqwali / ukungathombi,ukuxhathisa kwekhrowum,kumelana nekutfomba,ikghodhlelelo lekhromu / ukubambelela kwekhromu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_367,chromium plating,chroomplatering,ukwenza insimbi / ukufaka ugqinsi ensimbini,ukwambathisa ngekhrowum,kuvikelwa kwekhromu,ukunameka ngekhromu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_368,circle,sirkel,isiyingi,isangqa / isazinge,indingilizi / indilinga,indulungu / isiyingilizi,noun,geometry,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_369,circle-shaped / circular,sirkelvormig,okuyisiyingi / okuyindilinga,ngqukuva / isazinge,-sandilinga / -sandingilizi,-sandulungu / -sasiyingilizi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_370,circuit,baan,isiyingi / isekethe,umjikelezo,isekhethi,umzomb,,general,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_371,circuit,kring / stroombaan,umgudu kagesi / impelelomgudu kagesi,indlela yombane,umgudvu wagezi,isekhethi,,electrical,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_372,circuit,kring,umgudu wokusamoya / impelelomgudu yokusamoya,umjelo wolwelo,umgudvu wemanti,umzombetlelezi,,hydraulics,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_373,circuit,kring,umgudu womoya / impelelomgudu yomoya,umjelo womoya,umgudvu wemoya,umzombemmoya,,pneumatic,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_374,circulate,sirkuleer,-zungeza / -jikeleza,jikelezisa,tungeleta / jikeleta,zomba,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_375,circumference,omtrek,umjikelezo wesiyingi,ungqameko lwesazinge / umphandle wesazinge,umjikeleto,umzombe womzombelezo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_376,citric acid,sitroensuur,isimuncwana sezithelo / isitrikhi esidi,incindi yeziqhamo / incindi yeziqhamo zesitrasi,isithriki-esidi,isidlavuzi esilula,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_377,citrus,sitrus,isithelo esisawolintshi / isimuncwana sezithelo / isithrasi,iziqhamo ezivuza incindi / iziqhamo zesitrasi,isithrasi,isithrasi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_378,clamp,klamp,udlawusihlanganisi / isihlanganisakhuni,isiminxi,sibambi,itlempe,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_379,clasper,knyper,indunu yesinambuzana / ingemuva lesinambuzana,isiqhagamsheli,sikhaceko,isikakarelisi,,male insect,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_380,classification,klassifikasie,uhlelofana,ukuhlela,luhlelembiso,ukuhlukanisa ngamaklasi / ukudlasa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_381,classify,klassifiseer,-hlela,hlela,hlela / hlelembisa,hlukanisa ngamaklasi / tlasa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_382,claw,klou,uzipho,uzipho,luzipho / lugalo,izipho,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_383,clay,klei,ubumba,udongwe,libumba,umdaka,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_384,clayey soil,kleiagtige grond,umhlabathi osabumba / inhlabathi esabumba,umhlaba onodongwe,umhlaba losidzaka,ihlabathi esamdaka,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_385,clay mixture,kleimengsel,udongwe / ingxube yobumba / ubumba,umxube wodongwe,inhlanganisela yelibumba,umdakamvango,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_386,clay soil,kleigrond,udongo / umhlabathi oyibumba,umhlaba oludongwe,litete / sidzaka,isilongwe,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_387,cleanser,skoonmaker / reinigingsmiddel,isihlanzi,isicoci,sihlanti,isihlambululi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_388,clear,helder,-cwebile / -cacile,cacileyo,-cwebile / -bonakalako,tshegileko / tsengileko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_389,clear,helder,-cwathile,zolile / tyhilile,-cwebile,nganamafu / balaleleko,,sky,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_390,clear water,helder water,amanzi acwebile,amanzi acwengileyo,emanti lacwebile,amanzi atsengileko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_391,cleft,skeur / bars,umfantu,imfanta,lufa / umfantfu,umpharu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_392,climate,klimaat,isimo sezulu sendawo / ubunjalo bezulu endaweni,imozulu,simotulu sendzawo / iklayimethi,iklayimethi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_393,clock,horlosie,iwashi,iwotshi,liwashi,iwatjhi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_394,clockmaker,horlosiemaker,umkhandimawashi,umenzi wewotshi,umentimawashi,umkhandimawatjhi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_395,closed loop system,geslotelusstelsel,uhlelo lokuxhumanisa,ulawulo-nkqubo olunengxelo,sibuyisambiko,irherholawulo lombiko obuyako,,electronics,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_396,closed sluice,geslote sluis,umgudu wamanzi avalelwe,umjelo wamanzi ovingciweyo,umsele lolawulwako,umsele olawulwako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_397,cloth,weefstof / kledingstof,indwangu,ilaphu / isiziba,indvwangu,itjhila,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_398,clothing,klerasie / kleredrag,izingubo / okokwembatha,impahla,tembatfo,izambatho,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_399,clothing factory,klerefabriek,imboni yezingubo,umzi-mveliso wempahla,ifemu yetembatfo,ifekthri yezambatho,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_400,cloud,wolk,ifu,ilifu,lifu,ilifu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_401,cluck,kloek,-kukuza / -kekela,kokoza,kukuta,kekeza / kekela,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_402,cluster,tros,isixhobo,iqela / isicuku,licembu,okuminyeneko / itjatho,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_403,coal,steenkool,ilahle,ilahle,lilahle,amalahle,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_404,coal fire,steenkoolvuur,umlilo wamalahle,umlilo wamalahle,umlilo wemalahle,umlilo wamalahle,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_405,coarse,grof,okumahhadla,rhabaxa / rhwexayo / ntlakantlaka,-mahhadlahhadla / -hhedlako,makghwakghwa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_406,coarse stone,growwe steen,itshe elimahhadla,ilitye elirhabaxa / ilitye elirhwexayo,litje lelihhedlako / litje lelimahhadlahhadla,ilitje elimakghwakghwa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_407,coat,pels,uboya,uboya,boya,uboya,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_408,coat,bedek / dek,-eleka,mbathisa / gquma / -aleka,mbatsisa / embesa,mbesa / leka,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_409,cob,mieliekop,iqobhe / ihleza,umpha,umnyani,isiqu / umrhorhotjhi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_410,cobalt,kobalt,ikhabhali,isinyithi,sifohlofohlo,ikhobhalthi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_411,cock,haan,iqhude,umqhagi,licudze,umqude / umkukurumbu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_412,cockroach,kakkerlak,iphela / igugu,iphela,liphela / lihhuhhu,iphela,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_413,coconut,kokosneut,ukhukhunathi,ikhokhonathi,ikhokhonathi,ikhukhunathi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_414,cocoon,kokon,umfece,iqombolokoshe / iqokobhe lombungu,ikhukhuni,ingonyana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_415,code,kode,incazelomfihlo,uphawu / ikhowudi,ikhodi,umtlolofihlo / ikhowudu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_416,coil,spoel,inkatha,inkatha,ikhoyili,ikhoyili / umsongo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_417,cold,koue,ukubanda / umkhuhlane,ingqele / ukubanda,kubandza / kucandza / emakhata,amakhaza / ukuqanda,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_418,cold,koud,-qandayo / -bandayo,ebandayo,-bandzako,-qandako / -makhaza,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_419,cold-blooded,koudbloedig,isilwane esinguqukushisa,enegazi elibandayo,mtimbantjintja,neengazi ezimakhaza,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_420,collage,collage / plakskildery,inhlanganiselazithombe,ikholaji / iphetshana elinemifanekiso encanyathiselweyo / umfanekiso weziziba,ikholaji,isifanisosinamathiselo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_421,collar,kraag,untamohluka / umseka,ikhola / umqala,khololo,isirholwani senyoni,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_422,colour,kleur,umbala,umbala,umbala,umfunda / umbala,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_423,coloured copper wire,gekleurde koperdraad,ithusi,ubhedu olunombala / ikopolo,liduduzi,ithalakoporo elinombala,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_424,colourless,kleurloos,-ngenambala,engenambala,-ngenambala,nganambala,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_425,colour wheel,kleurwiel,isondomibala,ivili lemibala,lisondvombala,ivilimbala / ivilimfunda,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_426,column,pilaar,insika,intsika,insika,ikholomu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_427,column graph,kolomgrafiek,isilinganisomdwebo / isilinganisomagabelo / igrafu emagabelo,igrafu yezitena,insikagrafu,igrafu yamakholomu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_428,combustion,verbranding,ukusha,ukutshisa,kusha / kuvutsa,ukutjha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_429,commercial,kommersieel,ukuthengiselana / ukuhwebelana,orhwebo,-hwebako / -tsengiselana,thengiselana / kwerhwebo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_430,common weed,onkruid,ukhula olwejwayelekile,ukhula,lukhula,ikhula / ubori,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_431,communication,kommunikasie,ukuxhumana,unxibelelwano,tekuchumana,ukuthintana,,technology - electronics,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_432,compass,kompas,inkombamgudu,isalatha mbombo,ikhampasi,ikhamphasi / isikhombamagumbi,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_433,component,komponent,ingxenyana,ilungu lokudibanisa umbane,incenye,isakhi,,electronics,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_434,compose,saamstel,-akha / -hlanganisa,enza,akha,-akha / tlama,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_435,composite,samestelling,inhlanganisela,edityanisiweyo,inhlanganisela,umhlanganiso,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_436,composition,samestelling,ukuhlanganisa,ukwakhiwa / uhlanganiso / udibaniso,kwakheka,ibunjo / ibumbeko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_437,compost,kompos,umquba / imvundiso / imvundela,isivundiso,imvundzisa / ikhomposi,ivundela,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_438,compound,mengsel,ingxube,imbumba,sitsakombici / inhlanganisela,ihlanganisela / umvango,noun,combination of parts,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_439,compound bar,saamgestelde staaf,inyandansimbi / isixhansimbi,isixwexwe,inhlanganisela yetinsimbi,ibha yehlanganisela,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_440,compress,saampers,-mpitsha / -minyanisa,xinzelela,cindzetela,gandelela,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_441,compressed air,saamgeperste lug,umoya ominyanisiwe / umoya ompintshiwe,umoya oxinzelelweyo,umoya locindzeletekile / umoya lofutselene,ummoya ogandelelweko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_442,compressive force / compression force,drukkrag / kompressiekrag,umfutho wokuminyana,amandla oxinzelelo,emandla esicindzetelo semoya,amandla wegandelelo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_443,compressor,kompressor,isimpintshamoya,isixinzeleli,sifutfo / sicindzetelomoya,isigandelelo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_444,computer,rekenaar,isiqoqelalwazi / ikhompuyutha,ikhompyutha,ngcondvomshini / ikhompuyutha,ikhomphiyutha / umtjhiningqondo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_445,concentrated,gekoncentreer,-jiyile / -shubile,engangxengwanga / engaxutywanga,-tiyile,-jiyileko / tjubileko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_446,concrete,beton,ukhonkolo,ikhonkrithi,khonkholo,ikhonkhridi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_447,concrete brick,betonbaksteen,isitini sikakhonkolo,isitena sekhonkrithi,sitini sakhonkholo,isitina sekhonkhridi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_448,condensate,kondensaat,-guqula kube luketshezi,ulweliso,setiyiso,umrhwamuko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_449,condensation,kondensasie,ukujiyisa / inguqukomhwamuko,ukujiya,kutiya,irhwamuluko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_450,condense,kondenseer / vloeibaar maak,-jiyisa,jiyisa,tiyisa,rhwamuluka,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_451,condenser,kondenseerder,isijiyisi / isiguqulimhwamuko,isijiyisi,ikhondensa,isikhafulamrhwamuko / ikhondensa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_452,conduct,gelei,-dlulisa,ukunikezela / ukugqithisa,hambisa / edlulisa,khambisa,verb,,,,,ukushisa/ugesi,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_453,conduction,geleiding,ukudlulisa,unikezelo / ulawulo / uhambiso / ugqithiselo,kudluliswa kwekushisa,ukukhambisa,,,,,,ukushisa/ugesi,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_454,conductor,geleier,isidlulisi,isinikezeli / isigqithiseli,sendlulisi / sihambisi,isikhambisi,,,,,,ukushisa/ugesi,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_455,cone,keël,ikhoni,iqokobhe,ikhoni,isikurwana / imbumbulo,,e.g. seed of pine tree,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_456,cone-bearing,keëldraend,okukhiqiza amakhoni,ephuma eqokobheni,lokutsela emakhoni,-thela iinkurwana,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_457,cone-bearing plant,keëldraende plant,ishoba,isityalo esiphuma eqokobheni,sitfombo semakhoni,isitjalo esithela iinkurwana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_458,conical,keëlvormig,okusakhoni,ebuqokobhe,-salikhoni,sasikurwana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_459,connection,verbinding,ukuxhumanisa / ukuhlanganisa,uqhagamshelo / uhlanganiso,kuhlanganisa,ukuhlanganisa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_460,connective,verbindend,okuxhumene / okuhlangene,eqhagamshelweyo / ehlanganisiweyo,-hlangene,-hlanganisako,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_461,conservation,bewaring,unakekelomvelo / ukongiwa kwemvelo,ulondolozo,konga / kulondvolota / kugcina,ukongiwa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_462,conserve,konserf,ukunakekela / ukulondoloza,ukunkonkxa,kulondvolota,ijemusibulungwa,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_463,conserve,bespaar,-onga,londoloza / qoqosha,onga,-onga,verb,water,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_464,conserve,bewaar,-nakekela / -vikela,khusela / londoloza,vikela / londvolota,tlhogomela / vikela,verb,protection of e.g. living things,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_465,constituent,bestanddeel,ingxenye,inxenye,incenye,isakhi,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_466,constraint,begrensing / beperking,umgoqo / isithiyo,umqathango / ummiselo,sitsibelo,isiqinteliso / isilinganiselo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_467,construction,konstruksie,ukwakha,ulwakhiwo,kwakha,ukwakha,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_468,construction kit,konstruksietoerusting,amathuluzi okwakha,izixhobo zokwakha,kwekwakha,amathulusi wokwakha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_469,contact force,kontakkrag,umfutho wokungqubuzana / umfutho wokuthintana,amandla onxibelelwano,emandla ekutsintsana,amandla wokuhlangana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_470,container,houer,isiqukathi / isitsha,isigcini / iphanga / isiqulathi,sicukatsi / kwekuphatsa,isimumathi,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_471,continued existence,volgehoue voortbestaan,impilonde,ukuphila ubomi obude,bumphilondze,ukuba khona ngokungalinganisekiko / ukuphila ngokungalinganisekiko,,e.g. species,,,,,,,,,,
