id,eng,afr,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_natural_sciences_and_technology_for_grade_4_to_6_196,bottle,bottel,boḓelo,bodhlela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_197,bottle bank,bottelbank,vhuvhulungamaboḓelo,xitlati xa mabodhlela / dulu ra mabodhlela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_198,bottom,onderkant,tshiraho,tshaku,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_199,bottom layer,onderste laag,luvhemba lwa nga fhasi,byandlalo-tshakwini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_200,bow,boog,vhura,vurha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_201,bowl,bak,baweḽe / sambelo / mudzio,nkambana / ndhichi / borota,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_202,brace,spanstuk,tshiṱumi,ngoti / xikhomaniso / ntambhu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_203,brackish,brak,-dungaho,xa rimunyu,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_204,brackish water,brakwater,maḓi a dungaho,mati ya rimunyu / mati yo dzunga / mati yo dzungela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_205,bract,dekblaar,kuṱari / burakithi,tluka ra xiluva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_206,brad,kleinkopspyker,tshibigiri,xipikiri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_207,bradawl,spykerels,murumbulo,ntlhavu / risungunu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_208,brake,rem,biriki,xiyimisi / biriki,,vehicle,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_209,bran,semels,mufumbu,makapa / vudyangwana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_210,branch,tak,davhi,rhavi / gaji,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_211,branch,vertak,-khethekana / -fhandekana,phatluka / avana,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_212,branch vein,sytak,ḓadzwana / ḓadzwane,xirhabyana / xindzhabyana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_213,brand name,handelsnaam,dzinaḽithusi,vito ra ximakiwa / mfungho wa ximakiwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_214,brass,geelkoper,brasi,burasi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_215,bread,brood,vhurotho / tshinkwa,xinkwa / pawa / mbhunyana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_216,breadth,breedte,vhuphara,vuanami,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_217,break,breek,-vunḓa / -kwasha,tshova / faya / phatlula,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_218,breaker,brander,ḽigabelo,gandlati,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_219,bream,kurper,kapa,nhlampfi-pyatlalala,,fish,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_220,breath,asem,mufemo,moya / hefemulo,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_221,breathe,asemhaal,-fema,hefemula,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_222,breathing,asemhaling,u fema,ku hefemula,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_223,breed,teel,-hwela / -bebisa,tswala / tswalelana / hlanta / tumbuluxa / b’eka,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_224,breeding,teelt / teling,u hwedza / u bebisa,matswalelo / ntswalelano / maandziselo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_225,brick,baksteen,tshidina,xitina,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_226,bricklayer,messelaar,mufhaṱi,meselani / muaki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_227,bridge,brug,buroho / muratho,buloho / muracho / vuracho,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_228,brittle,bros,-kwasheaho,xo tshoveka hi ku olova,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_229,bromothymol blue,broomtimol,bromothymolbuḽuu,buromotimolo ya wasi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_230,brood,broei,-alamela,fukamela / byamela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_231,broody,broeis,alamelaho / nyalamelo,vufukameri / vubyameri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_232,brown rat,bruinrot,buku,xihuluri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_233,brush,kwas,bulatsho,burachi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_234,brush,kreupelhout,zwiṱaka,xikhwatana / xigungwana / xijanana / majana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_235,bucket,emmer,bakete,bakiti / bakete,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_236,buckle,gespe,tshikwetsho,xipiningo / xikhwexeti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_237,bud,botsel,thunga,xihluke,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_238,budgerigar,grasparkiet / budjie,badzhiriga,hokwe,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_239,build,bou,fhaṱa,aka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_240,builder,bouer,mufhaṱi,muaki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_241,building,gebou,tshifhaṱo,muako,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_242,building material,boumateriaal,tshishumiswa tsha u fhaṱa / matheriaḽa a u fhaṱa,swo aka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_243,bulb,bol,khufhi,rhanga,,plants,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_244,bulb,bol,baḽibu / khungulu,rhanga ra temomitara / rhanga ra xipima-mahiselo,,thermometer,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_245,bulb holder,gloeilamphouer,tshifara baḽibu / tshifara globu,xikhoma-rhanga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_246,bull,bul,mboho,nkuzi / xikwela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_247,bunch,bondel,tshidzhumba / tshigwada,ntlawa / xikatsa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_248,bundle,bondel,dzanda,nyandza / chokotso / gaxa / xijumba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_249,Bunsen burner,Bunsen-brander,tshifhisi tsha bansen,xichuvambara xa Bunsen,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_250,burette,buret,burethe,byureta / bureta,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_251,burn,brand,-fhisa,hisa / tshwa / vavula,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_252,burn wound / burn,brandwond,tshilonda tsha u swa,mbanga ya ndzilo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_253,burrow,ondergrondse blyplek,mulindi,ncele / ntila / nkele / mpfutla / muhocho,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_254,burrow,grawe,-bwa / -gwa,handza / guba / cela / fukula,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_255,burst,bars,thuthuba,buluka / handzuka / baleka,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_256,bury,begrawe,-vhulunga,lahla / cela / seletela / paletela / cukumeta / yimbela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_257,bus,bus,bisi,bazi / bizi / xibomba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_258,bush,struik,tshiṱaka,xihlahla / khwati / nhova,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_259,busy Lizzie,vlytige Liesbet,bizi ḽizi,ximilana xa Busy Lizzie / ximilana xo kula hi ku hatlisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_260,butterfly,skoenlapper,tshisusu,phaphatana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_261,buzzer,gonser,bele / baza,xigongondzi / xitshukanyeti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_262,cabbage,kool / kopkool,khavhishi,khavichi / khavechi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_263,cable,kabel,khebuḽu,khebulu / ntambhu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_264,cable-stayed bridge,swaaibrug / sweefbrug,buroho ya khebuḽu,buloho ra tintambhu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_265,cage,hok,tshitumba,xihlengele / hoko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_266,calcium,kalsium,khaḽisiamu,khalisiyamu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_267,calcium carbonate / carbonate of lime,kalsiumkarbonaat,khaboneithi ya ḽaimi,khaboneti ya kalaka / khaboneti ya khalisiyamu,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_268,calculate,bereken,shuma mbalo / u rekanya,khakhuleta / hlayela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_269,calculation,berekening,u shuma mbalo / u rekanya,nkhakhuleto / nhlayelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_270,calculator,rekenaar,tshishumambalo / khaḽikhuḽeitha / tshivhaleli / tshirekanyi,xihlayeri / khakhuletara,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_271,calf,kalf,ṋamana,xirhodyana / rhole,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_272,calix,blomkelk,khaḽikisi,mfumba-xiluva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_273,callipers,meetpasser,khaḽipa,tikhalipara,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_274,cam,nok,khemu,kheme,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_275,camel,kameel,gamela,kamela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_276,camouflage,kamoeflering,khamafuḽedzhe / tshikanganyisi,ntumbeto / nsirhelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_277,camp,kamp,gammba,kampa / nkamba,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_278,can,blik,khene / tshitsimbi,khene / xithinana / xikotela,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_279,can,blik,-valela zwitsimbini / -shatela zwitsimbini,khena / lemela ethinini,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_280,canal,kanaal,mugero / ḽigero,mugero / muhocho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_281,candle,kers,khanḓela,khandlhele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_282,cane,rottang,luṱanga,musengele / rihlanga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_283,cane sugar,rietsuiker / sukrose,movha,chukele ra mova,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_284,canine,hondagtig,mmbwa,xa mbyana / ximbyana,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_285,canine tooth,oogtand,dungammbwa,tino-ximbyana / tino ro handzula,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_286,canister,houer / blik / kan,tshibogisi,xibokisana xa nsimbhi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_287,canned product,ingemaakte produk / geblikte produk,zwiḽiwa zwo valelwaho / zwiḽiwa zwo shatelwaho,swa le mathinini / swa le swikoteleni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_288,canning factory / cannery,inmaakfabriek,feme ya u valela zwiḽiwa zwitsimbini,feme ya swa le mathinini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_289,canoe,kano,tshikwekwete,mukhumbi / xikwekwetsu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_290,capacitor,kapasitor,khaphasitha,xihlayisa-gezi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_291,cape sparrow,mossie,lupuṱula,xindzingiri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_292,capsule,kapsule / saadomhulsel,gwangwa ḽa mbeu,nkulula-tindzoho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_293,car,motor,goloi / moḓoro,movha / xipandza-mananga / golonyi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_294,car battery,motorbattery,biṱiri ya goloi,betiri ya movha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_295,carbohydrate,koolhidraat,khabohaiḓreithi,khabohayidireti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_296,carbon,koolstof,khaboni,khaboni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_297,carbon dioxide,koolstofdioksied / koolsuurgas,khaboni daokusaidi / gesepfuḓi,khaboni-dayokisayidi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_298,carbon monoxide,koolstofmonoksied,khaboni monokisaidi,khaboni-monokisayidi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_299,cardboard,karton,khadibodo / khadibogisi,khadibodo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_300,cargo,vrag,muhwalo,ndzhwalo / nhundzu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_301,carnation,angelier,khanesheni,khanexini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_302,carnivore / meat-eating animal,karnivoor / vleiseter,tshiḽaṋama,xidya-nyama / xihanya-hi-nyama,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_303,carpenter,timmerman,muvhaḓi,muvatli / mbatli,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_304,carpet,mat,khaphethe,khapete,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_305,carrion,aas,mvumvi / ṋama yo vuvaho,ntsumbu / xidumbu / nyama yo bola,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_306,carrion eater,aasvretende dier,tshiḽaṋamamvuvi / tshiḽaṋama yo vuvaho,xidya-ntsumbu / xidya-xidumbu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_307,carrot,wortel,kherotsi,kheroti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_308,cartilage,kraakbeen,mukala,nxorhonxorho / xixorhoxorho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_309,carton,kartonhouer,khathoni,khathoni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_310,casting,gieting / gietwerk,vhufulatsimbi,fula nsimbhi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_311,cast iron,gietyster,tsimbipfulwa,nsimbhi-furiwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_312,catalogue,katalogus,khathaḽogo,khatalogo / nongonoko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_313,catalyst,katalisator,tshiṱuṱuwedzi,xihatlisisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_314,catapult,katapult,khathaphaliti / ḽegere / regere,tirhekerhe,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_315,caterpillar,ruspe,lunguvhi,n’wampfokorho / xivungu-njiya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_316,cattle,beeste,kholomo,tihomu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_317,cattle fodder,veevoer,furu ya kholomo / zwiḽiwa zwa kholomo,furu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_318,caustic,bytend,-fhenya / -kunda,xivavuli / xikwamuri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_319,caustic soda / sodium hydroxide,seepsoda / bytsoda,soda ya khosṱiki,soda-xivavuri / sodiyamu-hayidirokisayidi / soda-xivavuli / soda-xikwamuri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_320,cell,sel,sele,sele,,battery,,,,,,ya betiri
dsac_natural_sciences_and_technology_for_grade_4_to_6_321,cell,sel,sele,sele,,,,,,,,yo hanya
dsac_natural_sciences_and_technology_for_grade_4_to_6_322,cellulose,sellulose,seḽuḽousu,selulosi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_323,cement,sement,semennde,semendhe,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_324,cement dam,sementdam,damu ḽa semennde,damu ra semendhe,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_325,cemetery,begraafplaas,mavhiḓani / zwaloni,swilahlo / masirha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_326,centi,senti,tsha ḓana,xidzana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_327,centimetre / cm,sentimeter / cm,senthimitha,sentimitara,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_328,centipede,oorkruiper / honderdpoot,luvhenzhelele,sukumbela / ndlandlalati,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_329,centre of gravity,swaartepunt,tshikati tsha mutsiko / tshikati tsha vhukati ha giravithi,xikarhi ka misava,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_330,century,eeu,ḓana ḽa miṅwaha / ḓaṅwaha,lembe-xidzana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_331,ceramic,keramiek,tsha vumba,vumba / seramiki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_332,ceramics,pottebakkerskuns,vhuvhumbi nga vumba,ku vumba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_333,cereal,graan,tsha thoro / siriḽi,rivele-ndzoho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_334,chain,ketting,tshaini,nketani / mpecana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_335,chameleon,verkleurmannetjie,luaviavi,rimpfani / lumpfani,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_336,channel,kanaal,mulonga,mugero,noun,a passage e.g. for water or liquids,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_337,channel,kanaal,tshiṱitshi / tshaneḽe,xitichi,noun,communication,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_338,channel,kanaliseer,-sumbanḓila,lawula,verb,control or direct something,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_339,characteristic,eienskap,mbonalo / tshiṱaluli / luswayo,xihlawurisi / xihlawulekisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_340,charcoal,houtskool,malasha / mahale,kala / lahla,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_341,charged,gelaai,-tshadzhiwaho,lexi pfuxetiweke matimba / lexi chajiweke,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_342,chart,kaart,tshati,chati,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_343,cheetah,jagluiperd,lugwenṱofu,xinkankanka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_344,chemical,chemikalie,khemikhaḽa,khemikhali,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_345,chemical energy,chemiese energie,fulufulu ḽa khemikhaḽa,matimba-xikhemikhali,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_346,chemical potential energy,chemiese potensiaalenergie,fulufulu ḽo faredzwaho ḽa khemikhala,matimba-xikhemikhali lama hlayisiweke,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_347,chemical reaction,chemiese reaksie,ṱhanganyo ya khemikhaḽa / u nyanyuwa,macincelo ya xikhemikhali / maendlelo ya xikhemikhali,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_348,chemical substance,chemiese stof / chemikalie,tsha khemikhaḽa,nchumu wa xikhemikhali,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_349,chemist / pharmacist,apteker,rakhemisi,mukhemisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_350,chest,borskas,khana,xifuva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_351,chicken,hoender,khuhu,huku,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_352,chicken coop,hoenderhok,tshitumba tsha khuhu,xihahlu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_353,chimney,skoorsteen,tshumela,chimele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_354,chimney ventilation,skoorsteenventilasie,tshumela ya mvulelamufhe,moyahato wa xichimele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_355,chimpanzee,sjimpansee,tshimpanzi,chimpanzi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_356,chipboard,brokkiesbord,tshipibodo,chipibodo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_357,chisel,beitel,tshezela,chizele / nsendzo / betlela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_358,chisel-shaped tooth,beitelvormige tand,ḽiṋo ḽa musendo,tino-kondlo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_359,chitin,chitien,tshitini,gwangwangwa ra swihadyana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_360,chlorine,chloor,kḽorini,tlilorayini / tlilorini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_361,chlorophyll,chlorofil,kḽorofiḽi,tlilorofili,,,,,,,,
